id,prov,city,sys_no,stat,bank_code,bank_name,bank_name_abb,bank_addr,bank_addr_code,create_time,issue_time
4157,浙江,浙江,649005,U,B0567S233010035,浙江萧山农村商业银行股份有限公司头蓬支行,,浙江省杭州市萧山区义蓬街道河西路,311225,2004/9/21,2014/12/4
4158,浙江,浙江,649006,U,B0567S233010036,浙江萧山农村商业银行股份有限公司石岩支行,,浙江省杭州市萧山区蜀山街道亚太路,311200,2004/9/21,2014/12/4
4159,浙江,浙江,649009,U,B0567S233010039,浙江萧山农村商业银行股份有限公司盈丰支行,,浙江省杭州市萧山区宁围街道盈一村,311200,2004/9/21,2014/12/4
4160,浙江,浙江,649010,U,B0567S233010040,浙江萧山农村商业银行股份有限公司昭东支行,,浙江省杭州市萧山区瓜沥镇长巷村衙昭公路,311200,2004/9/21,2014/12/4
4161,浙江,浙江,649014,U,B0567U233010004,浙江萧山农村商业银行股份有限公司河上支行大桥分理处,,浙江省杭州市萧山区河上镇大桥村,311200,2004/9/21,2014/12/4
4162,浙江,浙江,649015,U,B0567U233010005,浙江萧山农村商业银行股份有限公司河上支行惠民分理处,,浙江省杭州市萧山区河上镇伟民村,311200,2004/9/21,2014/12/4
4163,浙江,浙江,649016,U,B0567U233010006,浙江萧山农村商业银行股份有限公司戴村支行人民路分理处,,浙江省杭州市萧山区戴村镇人民路78号,311200,2004/9/21,2014/12/4
4164,浙江,浙江,649017,U,B0567U233010007,浙江萧山农村商业银行股份有限公司戴村支行云石分理处,,浙江省杭州市萧山区戴村镇青山村,311200,2004/9/21,2014/12/4
4165,浙江,浙江,649018,U,B0567U233010008,浙江萧山农村商业银行股份有限公司临浦支行柏山陈分理处,,浙江省杭州市萧山区临浦镇新河村,311200,2004/9/21,2014/12/4
4166,浙江,浙江,649019,U,B0567U233010009,浙江萧山农村商业银行股份有限公司临浦支行东藩分理处,,浙江省杭州市萧山区临浦镇东藩小区,311200,2004/9/21,2014/12/4
4167,浙江,浙江,649020,U,B0567U233010010,浙江萧山农村商业银行股份有限公司临浦支行浦南分理处,,浙江省杭州市萧山区临浦镇桥南村,311200,2004/9/21,2014/12/4
4168,浙江,浙江,649021,U,B0567U233010011,浙江萧山农村商业银行股份有限公司临浦支行通济分理处,,浙江省杭州市萧山区临浦镇塘郎孙村,311200,2004/9/21,2014/12/4
4169,浙江,浙江,649022,U,B0567U233010012,浙江萧山农村商业银行股份有限公司临浦支行峙山北路分理处,,浙江省杭州市萧山区临浦镇峙山北路,311200,2004/9/21,2014/12/4
4170,浙江,浙江,649023,U,B0567U233010013,浙江萧山农村商业银行股份有限公司进化支行城山分理处,,浙江省杭州市萧山区进化镇墅上王村,311200,2004/9/21,2014/12/4
4171,浙江,浙江,649024,U,B0567U233010014,浙江萧山农村商业银行股份有限公司进化支行欢潭分理处,,浙江省杭州市萧山区进化镇欢潭村,311200,2004/9/21,2014/12/4
4172,浙江,浙江,649026,U,B0567U233010016,浙江萧山农村商业银行股份有限公司浦阳支行径游分理处,,浙江省杭州市萧山区浦阳镇径游村,311200,2004/9/21,2014/12/4
4173,浙江,浙江,649027,U,B0567U233010017,浙江萧山农村商业银行股份有限公司浦阳支行桃源分理处,,浙江省杭州市萧山区浦阳镇桃源村,311200,2004/9/21,2014/12/4
4174,浙江,浙江,649029,U,B0567U233010019,浙江萧山农村商业银行股份有限公司义桥支行许贤分理处,,浙江省杭州市萧山区义桥镇罗幕村王家桥,311200,2004/9/21,2014/12/4
4175,浙江,浙江,649030,U,B0567U233010020,浙江萧山农村商业银行股份有限公司所前支行江南分理处,,浙江省杭州市萧山区所前镇观前路32号,311200,2004/9/21,2014/12/4
4176,浙江,浙江,649032,U,B0567U233010022,浙江萧山农村商业银行股份有限公司所前支行杜家分理处,,浙江省杭州市萧山区所前镇杜家村,311200,2007/9/24,2014/12/4
4177,浙江,浙江,649034,U,B0567U233010024,浙江萧山农村商业银行股份有限公司裘江支行道源路分理处,,浙江省杭州市萧山区城厢街道道源路436号,311200,2004/9/21,2014/12/4
4178,浙江,浙江,649035,U,B0567U233010025,浙江萧山农村商业银行股份有限公司裘江支行井头王分理处,,浙江省杭州市萧山区新塘街道井头王居民委员会,311200,2004/9/21,2014/12/4
4179,浙江,浙江,649036,U,B0567U233010026,浙江萧山农村商业银行股份有限公司裘江支行棉纱市场分理处,,浙江省杭州市萧山区通惠南路633号,311200,2004/9/21,2014/12/4
4180,浙江,浙江,649038,U,B0567U233010028,浙江萧山农村商业银行股份有限公司裘江支行萧然东路分理处,,浙江省杭州市萧山区萧然东路369号,311200,2004/9/21,2014/12/4
4181,浙江,浙江,649040,U,B0567U233010030,浙江萧山农村商业银行股份有限公司裘江支行金城路分理处,,浙江省杭州市萧山区金城东路萧山农产品批发市场1号楼2887、2889、2891号,311200,2004/9/21,2014/12/4
4182,浙江,浙江,649041,U,B0567U233010031,浙江萧山农村商业银行股份有限公司城南支行曹家桥分理处,,浙江省杭州市萧山区蜀山街道曹家桥村,311200,2004/9/21,2014/12/4
4183,浙江,浙江,649042,U,B0567U233010032,浙江萧山农村商业银行股份有限公司城南支行崇化分理处,,浙江省杭州市萧山区城厢街道人民路8号,311200,2004/9/21,2014/12/4
4184,浙江,浙江,649043,U,B0567U233010033,浙江萧山农村商业银行股份有限公司城南支行犁头金分理处,,浙江省杭州市萧山区蜀山街道章潘桥村,311200,2004/9/21,2014/12/4
4185,浙江,浙江,649044,U,B0567U233010034,浙江萧山农村商业银行股份有限公司城南支行南江分理处,,浙江省杭州市萧山区城厢街道潘水小区,311200,2004/9/21,2014/12/4
4186,浙江,浙江,649046,U,B0567U233010036,浙江萧山农村商业银行股份有限公司城北支行永久分理处,,浙江省杭州市萧山区北干街道北干一苑东侧永久路,311200,2004/9/21,2014/12/4
4187,浙江,浙江,649048,U,B0567U233010038,浙江萧山农村商业银行股份有限公司城北支行施家桥分理处,,浙江省杭州市萧山区北干街道山阴路与工人路交叉口,311200,2004/9/21,2014/12/4
4188,浙江,浙江,649050,U,B0567U233010040,浙江萧山农村商业银行股份有限公司城北支行城北分理处,,浙江省杭州萧山区北干街道城北村综合大楼一楼,311200,2007/7/13,2014/12/4
4189,浙江,浙江,649052,U,B0567U233010042,浙江萧山农村商业银行股份有限公司城北支行荣星分理处,,浙江省杭州市萧山区北干街道绿都湖滨花园西大门一楼商铺,311200,2007/7/13,2014/12/4
4190,浙江,浙江,649053,U,B0567U233010043,浙江萧山农村商业银行股份有限公司新塘支行傅楼分理处,,浙江省杭州市萧山区新塘街道傅楼村,311200,2004/9/21,2014/12/4
4191,浙江,浙江,649054,U,B0567U233010044,浙江萧山农村商业银行股份有限公司新塘支行霞江分理处,,浙江省杭州市萧山区新塘街道霞江村,311200,2008/5/21,2014/12/4
4192,浙江,浙江,649056,U,B0567U233010046,浙江萧山农村商业银行股份有限公司衙前支行螺山分理处,,浙江省杭州市萧山区衙前镇镇西农贸市场,311200,2004/9/21,2014/12/4
4193,浙江,浙江,649057,U,B0567U233010047,浙江萧山农村商业银行股份有限公司衙前支行项漾分理处,,浙江省杭州市萧山区衙前镇项漾村,311200,2007/9/24,2014/12/4
4194,浙江,浙江,649058,U,B0567U233010048,浙江萧山农村商业银行股份有限公司衙前支行杨汛分理处,,浙江省杭州市萧山区衙前镇杨汛村,311200,2008/5/21,2014/12/4
4195,浙江,浙江,649059,U,B0567U233010049,浙江萧山农村商业银行股份有限公司衙前支行凤凰分理处,,浙江省杭州市萧山区衙前镇凤凰村,311200,2005/10/21,2014/12/4
4196,浙江,浙江,649060,U,B0567U233010050,浙江萧山农村商业银行股份有限公司新街支行新塘头分理处,,浙江省杭州市萧山区新街街道新塘头村,311200,2007/7/13,2014/12/4
4197,浙江,浙江,649061,U,B0567U233010051,浙江萧山农村商业银行股份有限公司新街支行人民路分理处,,浙江省杭州市萧山区新街街道人民路203-205号,311200,2007/9/24,2014/12/4
4198,浙江,浙江,649062,U,B0567U233010052,浙江萧山农村商业银行股份有限公司新街支行沿江分理处,,浙江省杭州市萧山区新街街道沿江村,311200,2007/7/13,2014/12/4
4199,浙江,浙江,649063,U,B0567U233010053,浙江萧山农村商业银行股份有限公司新街支行盛中分理处,,浙江省杭州市萧山区新街街道盛中村,311200,2007/7/13,2014/12/4
4200,浙江,浙江,649064,U,B0567U233010054,浙江萧山农村商业银行股份有限公司新街支行元沙分理处,,浙江省杭州市萧山区新街街道元沙村,311200,2007/7/13,2014/12/4
4201,浙江,浙江,649065,U,B0567U233010055,浙江萧山农村商业银行股份有限公司新街支行盛乐分理处,,浙江省杭州市萧山区新街街道盛乐村,311200,2007/7/13,2014/12/4
4202,浙江,浙江,649066,U,B0567U233010056,浙江萧山农村商业银行股份有限公司新街支行农都分理处,,浙江省杭州市萧山区建设四路浙江新农都物流中心2区12幢131号,311200,2013/2/27,2014/12/4
4203,浙江,浙江,649068,U,B0567U233010058,浙江萧山农村商业银行股份有限公司宁围支行永泰丰分理处,,浙江省杭州市萧山区宁围街道市心北路与开发区建设四路交叉口,311200,2004/9/21,2014/12/4
4204,浙江,浙江,649069,U,B0567U233010059,浙江萧山农村商业银行股份有限公司宁围支行二桥分理处,,浙江省杭州市萧山区宁围街道二桥村,311200,2007/7/13,2014/12/4
4205,浙江,浙江,649070,U,B0567U233010060,浙江萧山农村商业银行股份有限公司宁围支行振宁路分理处,,浙江省杭州市萧山区钱江世纪城宁围街道振宁路,311200,2008/5/21,2014/12/4
4206,浙江,浙江,649071,U,B0567U233010061,浙江萧山农村商业银行股份有限公司宁围支行振新路分理处,,浙江省杭州市萧山区宁围街道振新路,311200,2007/9/24,2014/12/4
4207,浙江,浙江,649073,U,B0567U233010063,浙江萧山农村商业银行股份有限公司闻堰支行龙山分理处,,浙江省杭州市萧山区闻堰街道湘湖购物超市西侧,311200,2004/9/21,2014/12/4
4208,浙江,浙江,649074,U,B0567U233010064,浙江萧山农村商业银行股份有限公司闻堰支行三江分理处,,浙江省杭州市萧山区闻堰街道隐龙湾商业中心,311200,2004/9/21,2014/12/4
4209,浙江,浙江,649075,U,B0567U233010065,浙江萧山农村商业银行股份有限公司闻堰支行闻兴分理处,,浙江省杭州市萧山区闻堰街道闻兴路61、63号,311200,2004/9/21,2014/12/4
4210,浙江,浙江,649076,U,B0567U233010066,浙江萧山农村商业银行股份有限公司瓜沥支行大义分理处,,浙江省杭州市萧山区瓜沥镇大义村,311200,2004/9/21,2014/12/4
4211,浙江,浙江,649077,U,B0567U233010067,浙江萧山农村商业银行股份有限公司瓜沥支行大园分理处,,浙江省杭州市萧山区瓜沥镇渭水桥村瓜港三路,311200,2004/9/21,2014/12/4
4212,浙江,浙江,649078,U,B0567U233010068,浙江萧山农村商业银行股份有限公司瓜沥支行明朗分理处,,浙江省杭州市萧山区瓜沥镇东灵路,311200,2004/9/21,2014/12/4
4213,浙江,浙江,649079,U,B0567U233010069,浙江萧山农村商业银行股份有限公司瓜沥支行东灵分理处,,浙江省杭州市萧山区瓜沥镇航坞路,311200,2007/11/20,2014/12/4
4214,浙江,浙江,649080,U,B0567U233010070,浙江萧山农村商业银行股份有限公司坎山支行光明分理处,,浙江省杭州市萧山区瓜沥镇光明桥南,311200,2004/9/21,2014/12/4
4215,浙江,浙江,649081,U,B0567U233010071,浙江萧山农村商业银行股份有限公司坎山支行下街分理处,,浙江省杭州市萧山区瓜沥镇下街农贸市场,311200,2004/9/21,2014/12/4
4216,浙江,浙江,649082,U,B0567U233010072,浙江萧山农村商业银行股份有限公司坎山支行新凉亭分理处,,浙江省杭州市萧山区瓜沥镇国庆村农贸市场,311200,2004/9/21,2014/12/4
4217,浙江,浙江,649083,U,B0567U233010073,浙江萧山农村商业银行股份有限公司坎山支行三盈分理处,,浙江省杭州市萧山区瓜沥镇三盈村委,311200,2008/5/21,2014/12/4
4218,浙江,浙江,649084,U,B0567U233010074,浙江萧山农村商业银行股份有限公司坎山支行振兴分理处,,浙江省杭州市萧山区瓜沥镇振兴路52号,311200,2008/5/21,2014/12/4
4219,浙江,浙江,649085,U,B0567U233010075,浙江萧山农村商业银行股份有限公司党山支行世安桥分理处,,浙江省杭州市萧山区瓜沥镇车路湾村,311200,2007/2/8,2014/12/4
4220,浙江,浙江,649086,U,B0567U233010076,浙江萧山农村商业银行股份有限公司党山支行群益分理处,,浙江省杭州市萧山区瓜沥镇群益村,311200,2007/4/10,2014/12/4
4221,浙江,浙江,649088,U,B0567U233010078,浙江萧山农村商业银行股份有限公司党山支行井岭路分理处,,浙江省杭州市萧山区瓜沥镇井岭路与为民路交叉口,311200,2008/5/21,2014/12/4
4222,浙江,浙江,649089,U,B0567U233010079,浙江萧山农村商业银行股份有限公司益农支行夹灶分理处,,浙江省杭州市萧山区益农镇众力村,311200,2004/9/21,2014/12/4
4223,浙江,浙江,649090,U,B0567U233010080,浙江萧山农村商业银行股份有限公司益农支行利民坝分理处,,浙江省杭州市萧山区益农镇利民坝,311200,2004/9/21,2014/12/4
4224,浙江,浙江,649091,U,B0567U233010081,浙江萧山农村商业银行股份有限公司益农支行红阳分理处,,浙江省杭州市萧山区益农镇赵家湾,311200,2007/9/24,2014/12/4
4225,浙江,浙江,649092,U,B0567U233010082,浙江萧山农村商业银行股份有限公司益农支行东联分理处,,浙江省杭州市萧山区益农镇东联村,311200,2008/5/21,2014/12/4
4226,浙江,浙江,649094,U,B0567U233010084,浙江萧山农村商业银行股份有限公司靖江支行申达路分理处,,浙江省杭州市萧山区靖江街道申达路,311200,2007/2/14,2014/12/4
4227,浙江,浙江,649095,U,B0567U233010085,浙江萧山农村商业银行股份有限公司南阳支行惠南路分理处,,浙江省杭州市萧山区南阳街道惠南路,311200,2004/9/21,2014/12/4
4228,浙江,浙江,649096,U,B0567U233010086,浙江萧山农村商业银行股份有限公司南阳支行赭山分理处,,浙江省杭州市萧山区南阳街道永里路东,311200,2004/9/21,2014/12/4
4229,浙江,浙江,649097,U,B0567U233010087,浙江萧山农村商业银行股份有限公司义盛支行乐园分理处,,浙江省杭州市萧山区义蓬街道蓬园村,311200,2004/9/21,2014/12/4
4230,浙江,浙江,649098,U,B0567U233010088,浙江萧山农村商业银行股份有限公司义盛支行义盛分理处,,浙江省杭州市萧山区义蓬街道义盛路311-315号,311200,2004/9/21,2014/12/4
4231,浙江,浙江,649099,U,B0567U233010089,浙江萧山农村商业银行股份有限公司党湾支行梅西分理处,,浙江省杭州市萧山区党湾镇德胜殿,311200,2004/9/21,2014/12/4
4232,浙江,浙江,649100,U,B0567U233010090,浙江萧山农村商业银行股份有限公司党湾支行市场分理处,,浙江省杭州市萧山区党湾镇农贸市场对面,311200,2004/9/21,2014/12/4
4233,浙江,浙江,649101,U,B0567U233010091,浙江萧山农村商业银行股份有限公司党湾支行永乐分理处,,浙江省杭州市萧山区党湾镇永乐村,311200,2007/7/13,2014/12/4
4234,浙江,浙江,649102,U,B0567U233010092,浙江萧山农村商业银行股份有限公司党湾支行老埠头分理处,,浙江省杭州市萧山区党湾镇老埠头村,311200,2007/2/8,2014/12/4
4235,浙江,浙江,649103,U,B0567U233010093,浙江萧山农村商业银行股份有限公司河庄支行钱江分理处,,浙江省杭州市萧山区河庄街道群建村,311200,2004/9/21,2014/12/4
4236,浙江,浙江,649104,U,B0567U233010094,浙江萧山农村商业银行股份有限公司河庄支行新围分理处,,浙江省杭州市萧山区河庄街道新围综合市场旁,311200,2004/9/21,2014/12/4
4237,浙江,浙江,649105,U,B0567U233010095,浙江萧山农村商业银行股份有限公司河庄支行同二分理处,,浙江省杭州市萧山区河庄街道同二村,311200,2008/5/21,2014/12/4
4238,浙江,浙江,649107,U,B0567U233010097,浙江萧山农村商业银行股份有限公司城厢支行拱秀路分理处,,浙江省杭州市萧山区萧然南路373号,311200,2004/9/21,2014/12/4
4239,浙江,浙江,649108,U,B0567U233010098,浙江萧山农村商业银行股份有限公司城厢支行美之园分理处,,浙江省杭州市萧山区城厢街道美之园社区,311200,2008/5/21,2014/12/4
4240,浙江,浙江,649112,U,B0567U233010102,浙江萧山农村商业银行股份有限公司城厢支行城西分理处,,浙江省杭州市萧山区城厢街道湖头陈社区滨康路,311200,2008/5/21,2014/12/4
4241,浙江,浙江,649113,U,B0567U233010103,浙江萧山农村商业银行股份有限公司银发支行南环分理处,,浙江省杭州市萧山区南环路,311200,2004/9/21,2014/12/4
4242,浙江,浙江,649116,U,B0567U233010106,浙江萧山农村商业银行股份有限公司高新支行市心中路分理处,,浙江省杭州市萧山区北干街道市心中路749号,311200,2004/9/21,2014/12/4
4243,浙江,浙江,649117,U,B0567U233010107,浙江萧山农村商业银行股份有限公司商业城支行通惠路分理处,,浙江省杭州市萧山区城厢街道萧绍路466号,311200,2004/9/21,2014/12/4
4244,浙江,浙江,649118,U,B0567U233010108,浙江萧山农村商业银行股份有限公司商业城支行商惠分理处,,浙江省杭州市萧山区商业城商惠路46号,311200,2004/9/21,2014/12/4
8297,浙江,绍兴,518312,U,B0579S333060001,浙江上虞农村商业银行股份有限公司百官支行,上虞农商银行百官支行,浙江省绍兴市上虞区百官街道解放街203号,312300,2005/4/14,2014/12/4
8298,浙江,绍兴,518313,U,B0579S333060002,浙江上虞农村商业银行股份有限公司道墟支行,上虞农商银行道墟支行,浙江省绍兴市上虞区道墟镇镇东路口,312368,2005/4/14,2014/12/4
8299,浙江,绍兴,518314,U,B0579S333060003,浙江上虞农村商业银行股份有限公司东关支行,上虞农商银行东关支行,浙江省绍兴市上虞区东关街道建东西路1号,312352,2005/4/14,2014/12/4
8300,浙江,绍兴,518315,U,B0579S333060004,浙江上虞农村商业银行股份有限公司丰惠支行,上虞农商银行丰惠支行,浙江省绍兴市上虞区丰惠镇人民路133号,312361,2005/4/14,2014/12/4
8301,浙江,绍兴,518316,U,B0579S333060005,浙江上虞农村商业银行股份有限公司杭州湾新区支行,上虞农商银行杭州湾新区支行,浙江省绍兴市上虞区杭州湾工业园区纬九路,312369,2005/4/14,2014/12/4
8302,浙江,绍兴,518318,U,B0579S333060007,浙江上虞农村商业银行股份有限公司梁湖支行,上虞农商银行梁湖支行,浙江省绍兴市上虞区梁湖镇华光村,312351,2005/4/14,2014/12/4
8303,浙江,绍兴,518319,U,B0579S333060008,浙江上虞农村商业银行股份有限公司上浦支行,上虞农商银行上浦支行,浙江省绍兴市上虞区上浦镇新街,312351,2005/4/14,2014/12/4
8304,浙江,绍兴,518320,U,B0579S333060009,浙江上虞农村商业银行股份有限公司汤浦支行,上虞农商银行汤浦支行,浙江省绍兴市上虞区汤浦镇舜源头路,312364,2005/4/14,2014/12/4
8305,浙江,绍兴,518321,U,B0579S333060010,浙江上虞农村商业银行股份有限公司下管支行,上虞农商银行下管支行,浙江省绍兴市上虞区下管镇工商路15号,312362,2005/4/14,2014/12/4
8306,浙江,绍兴,518322,U,B0579S333060011,浙江上虞农村商业银行股份有限公司小越支行,上虞农商银行小越支行,浙江省绍兴市上虞区小越镇越兴西路2号,312367,2005/4/14,2014/12/4
8307,浙江,绍兴,518323,U,B0579S333060012,浙江上虞农村商业银行股份有限公司谢塘支行,上虞农商银行谢塘支行,浙江省绍兴市上虞区谢塘镇晋生街76号,312369,2005/4/14,2014/12/4
8308,浙江,绍兴,518324,U,B0579S333060013,浙江上虞农村商业银行股份有限公司永和支行,上虞农商银行永和支行,浙江省绍兴市上虞区永和镇永梁公路北,312361,2005/4/14,2014/12/4
8309,浙江,绍兴,518325,U,B0579S333060014,浙江上虞农村商业银行股份有限公司虞城支行,上虞农商银行虞城支行,浙江省绍兴市上虞区百官街道人民中路250号,312300,2005/4/14,2014/12/4
8310,浙江,绍兴,518327,U,B0579S333060016,浙江上虞农村商业银行股份有限公司崧厦支行,上虞农商银行崧厦支行,浙江省绍兴市上虞区崧厦镇环城东路269号,312368,2005/4/14,2014/12/4
8311,浙江,绍兴,518328,U,B0579S333060017,浙江上虞农村商业银行股份有限公司驿亭支行,上虞农商银行驿亭支行,浙江省绍兴市上虞区驿亭镇振兴北路,312368,2005/4/14,2014/12/4
8312,浙江,绍兴,518329,U,B0579S333060018,浙江上虞农村商业银行股份有限公司曹娥支行,上虞农商银行曹娥支行,浙江省绍兴市上虞区曹娥街道人民中路108号,312300,2010/12/10,2014/12/4
8313,浙江,绍兴,518331,U,B0579U333060002,浙江上虞农村商业银行股份有限公司百官支行娥江分理处,上虞农商银行百官支行娥江分理处,浙江省绍兴市上虞区百官街道舜江东路287号,312301,2005/3/31,2014/12/4
8314,浙江,绍兴,518332,U,B0579U333060003,浙江上虞农村商业银行股份有限公司百官支行南湖分理处,上虞农商银行百官支行南湖分理处,浙江省绍兴市上虞区百官街道南湖街,312351,2005/3/31,2014/12/4
8315,浙江,绍兴,518335,U,B0579U333060006,浙江上虞农村商业银行股份有限公司曹娥支行虞中分理处,上虞农商银行曹娥支行虞中分理处,浙江省绍兴市上虞区曹娥街道人民西路1188号,312300,2005/3/31,2014/12/4
8316,浙江,绍兴,518336,U,B0579U333060007,浙江上虞农村商业银行股份有限公司曹娥支行蒿坝分理处,上虞农商银行曹娥支行蒿坝分理处,浙江省绍兴市上虞区曹娥街道大三角信诚物流中心,312351,2005/3/31,2014/12/4
8317,浙江,绍兴,518337,U,B0579U333060008,浙江上虞农村商业银行股份有限公司道墟支行杜浦分理处,上虞农商银行道墟支行杜浦分理处,浙江省绍兴市上虞区道墟镇龙盛大道交叉口,312368,2005/3/31,2014/12/4
8318,浙江,绍兴,518338,U,B0579U333060009,浙江上虞农村商业银行股份有限公司道墟支行肖金分理处,上虞农商银行道墟支行肖金分理处,浙江省绍兴市上虞区道墟镇肖金村,312352,2005/3/31,2014/12/4
8319,浙江,绍兴,518339,U,B0579U333060010,浙江上虞农村商业银行股份有限公司东关支行长山分理处,上虞农商银行东关支行长山分理处,浙江省绍兴市上虞区东关街道保一村,312352,2005/3/31,2014/12/4
8320,浙江,绍兴,518340,U,B0579U333060011,浙江上虞农村商业银行股份有限公司东关支行长塘分理处,上虞农商银行东关支行长塘分理处,浙江省绍兴市上虞区长塘镇新街,312352,2005/3/31,2014/12/4
8321,浙江,绍兴,518342,U,B0579U333060013,浙江上虞农村商业银行股份有限公司东关支行樟塘分理处,上虞农商银行东关支行樟塘分理处,浙江省绍兴市上虞区东关街道湖村,312352,2005/3/31,2014/12/4
8322,浙江,绍兴,518343,U,B0579U333060014,浙江上虞农村商业银行股份有限公司丰惠支行夹塘分理处,上虞农商银行丰惠支行夹塘分理处,浙江省绍兴市上虞区丰惠镇夹塘村,312361,2005/3/31,2014/12/4
8323,浙江,绍兴,518344,U,B0579U333060015,浙江上虞农村商业银行股份有限公司丰惠支行通明分理处,上虞农商银行丰惠支行通明分理处,浙江省绍兴市上虞区丰惠镇人民路东15号,312361,2005/3/31,2014/12/4
8324,浙江,绍兴,518345,U,B0579U333060016,浙江上虞农村商业银行股份有限公司丰惠支行西湖分理处,上虞农商银行丰惠支行西湖分理处,浙江省绍兴市上虞区丰惠镇前龚村,312351,2005/3/31,2014/12/4
8325,浙江,绍兴,518346,U,B0579U333060017,浙江上虞农村商业银行股份有限公司丰惠支行谢桥分理处,上虞农商银行丰惠支行谢桥分理处,浙江省绍兴市上虞区丰惠镇虞光村,312361,2005/3/31,2014/12/4
8326,浙江,绍兴,518348,U,B0579U333060019,浙江上虞农村商业银行股份有限公司沥海支行沥东分理处,上虞农商银行沥海支行沥东分理处,浙江省绍兴市上虞区沥海镇建镇路,312366,2005/3/31,2014/12/4
8327,浙江,绍兴,518349,U,B0579U333060020,浙江上虞农村商业银行股份有限公司沥海支行三汇分理处,上虞农商银行沥海支行三汇分理处,浙江省绍兴市上虞区沥海镇光荣村,312366,2005/3/31,2014/12/4
8328,浙江,绍兴,518350,U,B0579U333060021,浙江上虞农村商业银行股份有限公司梁湖支行江山分理处,上虞农商银行梁湖支行江山分理处,浙江省绍兴市上虞区梁湖镇南穴村,312351,2005/3/31,2014/12/4
8329,浙江,绍兴,518351,U,B0579U333060022,浙江上虞农村商业银行股份有限公司梁湖支行皂湖分理处,上虞农商银行梁湖支行皂湖分理处,浙江省绍兴市上虞区梁湖镇蔡蒋村,312351,2005/3/31,2014/12/4
8330,浙江,绍兴,518352,U,B0579U333060023,浙江上虞农村商业银行股份有限公司上浦支行联江分理处,上虞农商银行上浦支行联江分理处,浙江省绍兴市上虞区上浦镇冯浦村,312363,2005/3/31,2014/12/4
8331,浙江,绍兴,518353,U,B0579U333060024,浙江上虞农村商业银行股份有限公司沥海支行南汇分理处,上虞农商银行沥海支行南汇分理处,浙江省绍兴市上虞区沥海镇南汇村,312366,2005/3/31,2014/12/4
8332,浙江,绍兴,518354,U,B0579U333060025,浙江上虞农村商业银行股份有限公司下管支行陈溪分理处,上虞农商银行下管支行陈溪分理处,浙江省绍兴市上虞区陈溪乡大庙,312362,2005/3/31,2014/12/4
8333,浙江,绍兴,518355,U,B0579U333060026,浙江上虞农村商业银行股份有限公司下管支行丁宅分理处,上虞农商银行下管支行丁宅分理处,浙江省绍兴市上虞区丁宅乡上宅村夏溪路110号,312351,2005/3/31,2014/12/4
8334,浙江,绍兴,518356,U,B0579U333060027,浙江上虞农村商业银行股份有限公司下管支行岭南分理处,上虞农商银行下管支行岭南分理处,浙江省绍兴市上虞区岭南乡枫树坪,312351,2005/3/31,2014/12/4
8335,浙江,绍兴,518358,U,B0579U333060029,浙江上虞农村商业银行股份有限公司小越支行越东分理处,上虞农商银行小越支行越东分理处,浙江省绍兴市上虞区小越镇越东路201－209号,312367,2005/3/31,2014/12/4
8336,浙江,绍兴,518362,U,B0579U333060033,浙江上虞农村商业银行股份有限公司永和支行朱巷分理处,上虞农商银行永和支行朱巷分理处,浙江省绍兴市上虞区永和镇朱胜村,312361,2005/3/31,2014/12/4
8337,浙江,绍兴,518363,U,B0579U333060034,浙江上虞农村商业银行股份有限公司虞城支行浅水湾分理处,上虞农商银行虞城支行浅水湾分理处,浙江省绍兴市上虞区百官街道华维路339－347号,312351,2005/3/31,2014/12/4
8338,浙江,绍兴,518366,U,B0579U333060037,浙江上虞农村商业银行股份有限公司虞城支行凤山分理处,上虞农商银行虞城支行凤山分理处,浙江省绍兴市上虞区百官街道凤山路491－499号,312300,2005/3/31,2014/12/4
8339,浙江,绍兴,518368,U,B0579U333060039,浙江上虞农村商业银行股份有限公司杭州湾新区支行盖北分理处,上虞农商银行杭州湾新区支行盖北分理处,浙江省绍兴市上虞区盖北镇盖北路68号,312300,2005/3/31,2014/12/4
8340,浙江,绍兴,518369,U,B0579U333060040,浙江上虞农村商业银行股份有限公司虞城支行一号桥分理处,上虞农商银行虞城支行一号桥分理处,浙江省绍兴市上虞区百官街道一号桥浙齿大楼一楼,312300,2005/3/31,2014/12/4
8341,浙江,绍兴,518370,U,B0579U333060041,浙江上虞农村商业银行股份有限公司章镇支行大勤分理处,上虞农商银行章镇支行大勤分理处,浙江省绍兴市上虞区章镇镇张村,312363,2005/3/31,2014/12/4
8342,浙江,绍兴,518371,U,B0579U333060042,浙江上虞农村商业银行股份有限公司章镇支行章家埠分理处,上虞农商银行章镇支行章家埠分理处,浙江省绍兴市上虞区章镇镇大桥路258号,312363,2005/3/31,2014/12/4
8343,浙江,绍兴,518372,U,B0579U333060043,浙江上虞农村商业银行股份有限公司章镇支行龙浦分理处,上虞农商银行章镇支行龙浦分理处,浙江省绍兴市上虞区章镇镇新龙村,312363,2005/3/31,2014/12/4
8344,浙江,绍兴,518373,U,B0579U333060044,浙江上虞农村商业银行股份有限公司崧厦支行华镇分理处,上虞农商银行崧厦支行华镇分理处,浙江省绍兴市上虞区崧厦镇时华村,312365,2005/3/31,2014/12/4
