id,prov,city,sys_no,stat,bank_code,bank_name,bank_name_abb,bank_addr,bank_addr_code,create_time,issue_time
8804,浙江,绍兴,653221,U,B0018U333060009,中国邮政储蓄银行股份有限公司新昌县城北营业所,中国邮政储蓄银行新昌县城北营业所,浙江省新昌县七星街道大道西路202号,312500,2008/6/19,2020/1/9
10885,浙江,金华,652276,U,B0158S333070049,浙江稠州商业银行股份有限公司金华婺城小微企业专营支行,浙江稠州商业银行金华婺城小微企业专营支行,金华市婺城区白龙桥镇工业街75号,,2020/1/8,2020/1/9
622,浙江,丽水,654036,U,B0018A333110008,中国邮政储蓄银行股份有限公司松阳县城东营业所,中国邮政储蓄银行松阳县城东营业所,浙江省丽水市松阳县西屏街道北山路19号,323400,2010/3/31,2020/1/8
1927,浙江,台州,654412,U,B0160S333100117,浙江泰隆商业银行股份有限公司玉环大麦屿小微企业专营支行,浙江泰隆商业银行玉环大麦屿小微企业专营支行,浙江省玉环市大麦屿街道兴港西路546、548、550号1层,317604,2020/1/6,2020/1/7
1928,浙江,台州,654413,U,B0160S333100118,浙江泰隆商业银行股份有限公司温岭城西小微企业专营支行,浙江泰隆商业银行温岭城西小微企业专营支行,浙江省温岭市城西街道九龙大道920号,317500,2020/1/7,2020/1/7
7727,浙江,湖州,653827,U,B1139S333050046,浙江南浔农村商业银行股份有限公司南林支行,,浙江省湖州市南浔镇城南社区玉兰苑72幢118、119商铺,313009,2020/1/2,2020/1/7
7728,浙江,湖州,653828,U,B0160S333050019,浙江泰隆商业银行股份有限公司湖州和平小微企业专营支行,浙江泰隆商业银行湖州和平小微企业专营支行,浙江省湖州市长兴县和平镇永兴南路111-1号、111号201、111-2号、111号202、111-3号、111号203,313000,2020/1/7,2020/1/7
1923,浙江,台州,654408,U,B0006S333100005,中信银行股份有限公司台州玉环支行,中信银行台州玉环支行,浙江省玉环市玉城街道华鸿嘉园4幢7号,317600,2013/12/27,2020/1/6
1924,浙江,台州,654409,U,B0151S333100004,杭州银行股份有限公司台州黄岩院桥小微企业专营支行,杭州银行台州黄岩院桥小微企业专营支行,浙江省台州市黄岩区院桥镇兴华路211号1幢7号、8号、9号、206号、207号、208号,,2019/12/30,2020/1/6
1925,浙江,台州,654410,U,B0156S333100008,绍兴银行股份有限公司台州临海大田社区支行,绍兴银行台州临海大田社区支行,浙江省临海市大田街道奋进东街194幢196号、198号、200号、202号,,2019/12/31,2020/1/6
1926,浙江,台州,654411,U,B0156S333100009,绍兴银行股份有限公司台州温岭泽国社区支行,绍兴银行台州温岭泽国社区支行,浙江省温岭市泽国镇杭温北路1-7、1-8、1-9、1-10号,,2019/12/31,2020/1/6
2935,浙江,嘉兴,651234,U,B0151B333040001,杭州银行股份有限公司嘉兴分行,杭州银行嘉兴分行,浙江省嘉兴市常睦路278号,314001,2015/6/10,2020/1/6
8803,浙江,绍兴,653220,U,B0160S333060011,浙江泰隆商业银行股份有限公司嵊州甘霖小微企业专营支行,浙江泰隆商业银行嵊州甘霖小微企业专营支行,浙江省嵊州市甘霖镇秀山路366号、368号、370号、372号、376号、378号、380号、382号,,2020/1/2,2020/1/6
10884,浙江,金华,652275,U,B0157S333070096,金华银行股份有限公司青春社区支行,金华银行青春社区支行,浙江省金华市婺城区人民东路420号,,2019/12/31,2020/1/6
5535,浙江,浙江,722515,U,B0161S233010008,浙江民泰商业银行股份有限公司萧山瓜沥小微企业专营支行,浙江民泰商业银行萧山瓜沥小微企业专营支行,浙江省杭州市萧山区瓜沥镇东灵北路1号一层,311241,2013/7/10,2020/1/3
7095,浙江,温州,521191,U,B0707U333030004,浙江文成农村商业银行股份有限公司城东支行徐村分理处,文成农商银行城东支行徐村分理处,浙江省文成县大峃镇体育场路858号,325300,2016/1/22,2020/1/3
7096,浙江,温州,521192,U,B0707U333030008,浙江文成农村商业银行股份有限公司城东支行樟台分理处,文成农商银行城东支行樟台分理处,浙江省文成县大峃镇金都家园A幢01-03室,325300,2005/9/23,2020/1/3
7097,浙江,温州,521193,U,B0707S333030011,浙江文成农村商业银行股份有限公司城东支行,文成农商银行城东支行,浙江省文成县大峃镇城东大道银都花苑2幢,325300,2005/9/23,2020/1/3
7090,浙江,温州,521186,U,B0010S333030006,浙商银行股份有限公司温州乐清支行,浙商银行温州乐清支行,浙江省乐清市城东街道旭阳路瑞丰园1-2幢202室、112室,325000,2011/8/1,2020/1/2
7091,浙江,温州,521187,U,B0726S333030015,浙江平阳农村商业银行股份有限公司北港支行,平阳农商银行北港支行,浙江省温州市平阳县水头镇江山中路6号,325401,2014/1/24,2020/1/2
7092,浙江,温州,521188,U,B0726U333030016,浙江平阳农村商业银行股份有限公司海西支行,平阳农商银行海西支行,浙江省温州市平阳县海西镇宋埠客运中心一楼,325401,2005/7/7,2020/1/2
7093,浙江,温州,521189,U,B0708S333030004,浙江泰顺农村商业银行股份有限公司罗阳支行,,浙江省温州市泰顺县罗阳镇青草湾商住中心19、20幢108室、109室、110室,325500,2005/9/29,2020/1/2
7094,浙江,温州,521190,U,B0708U333030002,浙江泰顺农村商业银行股份有限公司罗阳支行城北分理处,,浙江省温州市泰顺县罗阳镇城北路83-89号一楼,325500,2011/10/31,2020/1/2
5531,浙江,浙江,722511,U,B0158S233010018,浙江稠州商业银行股份有限公司杭州滨江小微企业专营支行,浙江稠州商业银行杭州滨江小微企业专营支行,杭州市滨江区西兴街道滨盛路1501、1503、1505号银丰大厦203室,,2019/12/27,2019/12/31
5532,浙江,浙江,722512,U,B0001S233010174,中国工商银行股份有限公司淳安秀水支行,中国工商银行淳安秀水支行,浙江省杭州市淳安县千岛湖镇环湖北路3号11室,311700,2010/9/8,2019/12/31
5533,浙江,浙江,722513,U,B0001S233010211,中国工商银行股份有限公司杭州蒋村支行,中国工商银行杭州蒋村支行,浙江省杭州市西湖区晴川街425号,,2019/12/27,2019/12/31
5534,浙江,浙江,722514,U,B0107S233010021,北京银行股份有限公司杭州西兴社区支行,北京银行杭州西兴社区支行,杭州市滨江区西兴街道启智街845号,,2019/12/31,2019/12/31
7088,浙江,温州,521184,U,B0003S333030073,中国银行股份有限公司温州平阳敖江支行,中国银行温州平阳敖江支行,浙江省平阳县敖江镇新港大厦104、105、106室,325401,2012/5/8,2019/12/31
7089,浙江,温州,521185,U,B0708U333030007,浙江泰顺农村商业银行股份有限公司泗溪支行横坑分理处,泰顺农商银行泗溪支行横坑分理处,浙江省泰顺县泗溪镇建新村,325504,2005/9/29,2019/12/31
9630,浙江,衢州,654250,U,B0160S333080027,浙江泰隆商业银行股份有限公司龙游塔石社区支行,浙江泰隆商业银行龙游塔石社区支行,浙江省衢州市龙游县塔石镇塔石村塔兴路53-1、53-2、55-1、55-2号,324000,2019/12/31,2019/12/31
10880,浙江,金华,652271,U,B1559U333070010,浙江浦江农村商业银行股份有限公司城东支行江滨分理处,浦江农商银行城东支行江滨分理处,浙江省浦江县浦南街道蒋塘路284、286号,322200,2005/3/21,2019/12/31
10881,浙江,金华,652272,U,B0159S333070017,台州银行股份有限公司金华江北小微企业专营支行,台州银行金华江北小微企业专营支行,浙江省金华市劳动路3号祥和大厦101、102室,321000,2019/12/30,2019/12/31
10882,浙江,金华,652273,U,B0157S333070094,金华银行股份有限公司兰溪农产品交易城社区支行,金华银行兰溪农产品交易城社区支行,浙江省兰溪市环城西路1688号2号楼105、107营业房,,2019/12/27,2019/12/31
10883,浙江,金华,652274,U,B0157S333070095,金华银行股份有限公司浦江浦阳社区支行,金华银行浦江浦阳社区支行,浙江省金华市浦江县浦阳街道仙华路183号,,2019/12/31,2019/12/31
621,浙江,丽水,654035,U,B1669S333110012,浙江缙云农村商业银行股份有限公司溶溪支行,,缙云县溶江乡前溪村村北26号,321408,2005/6/10,2019/12/30
5526,浙江,浙江,722506,U,B0003S233010070,中国银行股份有限公司建德新广场支行,中国银行建德新广场支行,浙江省建德市新安江街道灵栖路3号、5号，溪头路193号、195号、197号,311600,2010/5/27,2019/12/30
5527,浙江,浙江,722507,U,B0015S233010027,上海浦东发展银行股份有限公司杭州雅仕苑社区支行,上海浦东发展银行杭州雅仕苑社区支行,杭州市西湖区文一西路151号-7,310013,2014/11/21,2019/12/30
5528,浙江,浙江,722508,U,B0004S233010079,中国建设银行股份有限公司杭州富春路支行,中国建设银行杭州富春路支行,浙江省杭州市江干区富春路891－895号,310020,2010/5/18,2019/12/30
5529,浙江,浙江,722509,U,B0004S233010118,中国建设银行股份有限公司杭州青山湖科技城支行,中国建设银行杭州青山湖科技城支行,浙江省杭州市临安区青山湖街道蒋墅街73、75号,311305,2002/11/18,2019/12/30
5530,浙江,浙江,722510,U,B0004S233010137,中国建设银行股份有限公司杭州石桥支行,中国建设银行杭州石桥支行,浙江省杭州市下城区费家塘路650、654号一楼商铺,310022,2001/11/5,2019/12/30
10879,浙江,金华,652270,U,B0010S333070002,浙商银行股份有限公司金华浦江支行,浙商银行金华浦江支行,浙江省浦江县广场东路111号,322200,2009/10/19,2019/12/30
5525,浙江,浙江,722505,U,B0161B233010001,浙江民泰商业银行股份有限公司杭州分行,浙江民泰商业银行杭州分行,浙江省杭州市江干区梁祝路18号祝锦大厦C楼1-5层,310005,2008/10/13,2019/12/27
8802,浙江,绍兴,653219,U,B0009S333060007,中国民生银行股份有限公司绍兴诸暨东福社区支行,中国民生银行绍兴诸暨东福社区支行,浙江省诸暨市浣东街道苎萝东路777号福田桃源居C11幢000105,311800,2019/12/26,2019/12/27
9628,浙江,衢州,654248,U,B1585U333080028,浙江衢州衢江农村商业银行股份有限公司行政服务中心分理处,,浙江省衢州市衢江区府前路8号,324000,2019/12/27,2019/12/27
9629,浙江,衢州,654249,U,B0158S333080003,浙江稠州商业银行股份有限公司衢州常山小微企业专营支行,浙江稠州商业银行衢州常山小微企业专营支行,常山县紫港街道东方广场1幢1-25号,324200,2019/12/24,2019/12/27
10876,浙江,金华,652267,U,B0006L333070002,中信银行股份有限公司金华分行,中信银行金华分行,金华市婺城区宾虹路999号置信大厦裙楼1-3层、主楼19-20层,322000,2019/12/26,2019/12/27
10877,浙江,金华,652268,U,B0157S333070092,金华银行股份有限公司永康石柱小微企业专营支行,金华银行永康石柱小微企业专营支行,浙江省永康市石柱镇新市街3幢5号、6号,,2019/12/25,2019/12/27
10878,浙江,金华,652269,U,B0157S333070093,金华银行股份有限公司东方前城社区支行,金华银行东方前城社区支行,浙江省金华市婺城区东市北街1459号,,2019/12/25,2019/12/27
5521,浙江,浙江,722501,U,L0274H233010001,传化集团财务有限公司,,杭州市萧山区宁围街道民和路939号浙江商会大厦2幢5层,,2019/12/24,2019/12/26
5522,浙江,浙江,722502,U,S0032S233010003,浙江桐庐恒丰村镇银行股份有限公司江南支行,,浙江省杭州市桐庐县江南镇集市路273、275、277号,,2019/12/20,2019/12/26
5523,浙江,浙江,722503,U,B0160S233010049,浙江泰隆商业银行股份有限公司桐庐桐君小微企业专营支行,浙江泰隆商业银行桐庐桐君小微企业专营支行,杭州市桐庐县县城体育场路40号、42号、44号，邮电路233号,,2019/12/18,2019/12/26
5524,浙江,浙江,722504,U,B0013S233010026,兴业银行股份有限公司杭州富阳桂花路社区支行,兴业银行杭州富阳桂花路社区支行,浙江省杭州市富阳区富春街道桂花路38号一层局部,310000,2014/12/19,2019/12/26
7085,浙江,温州,521181,U,B0001S333030010,中国工商银行股份有限公司温州梧田支行,中国工商银行温州梧田支行,浙江省温州市瓯海区梧田街道东方南路50号,325005,2003/9/28,2019/12/26
7086,浙江,温州,521182,U,B0001S333030034,中国工商银行股份有限公司龙港支行,中国工商银行龙港支行,浙江省龙港市龙港大道银苑大厦B座102室、202室,325802,2003/9/29,2019/12/26
7087,浙江,温州,521183,U,B0001S333030100,中国工商银行股份有限公司温州月乐西街支行,中国工商银行温州月乐西街支行,浙江省温州市瓯海区梧田街道香滨左岸锦园三组团1幢115室、116室、117室、128室,325005,2019/12/25,2019/12/26
7724,浙江,湖州,653824,U,B0155S333050067,湖州银行股份有限公司石淙镇石淙社区支行,湖州银行石淙镇石淙社区支行,湖州市南浔区石淙镇利铭路114号、116号、118号,313000,2019/12/20,2019/12/26
7725,浙江,湖州,653825,U,B1335S333050039,浙江德清农村商业银行股份有限公司筏头后坞支行,,浙江省德清县筏头乡后坞村计庙坞27号,313206,2012/6/18,2019/12/26
7726,浙江,湖州,653826,U,B1335S333050038,浙江德清农村商业银行股份有限公司下渚湖杨坟支行,,浙江省德清县下渚湖街道下杨村,313221,2012/6/18,2019/12/26
8800,浙江,绍兴,653217,U,B0002S333060094,中国农业银行股份有限公司绍兴胜利路支行,中国农业银行绍兴胜利路支行,浙江省绍兴市越城区胜利东路1号,312000,1997/4/15,2019/12/26
8801,浙江,绍兴,653218,U,B0018S333060058,中国邮政储蓄银行股份有限公司新昌县鼓山路支行,中国邮政储蓄银行新昌县鼓山路支行,浙江省新昌县南明街道鼓山中路29号,312500,2011/12/16,2019/12/26
9147,浙江,舟山,651480,U,B0004S333090025,中国建设银行股份有限公司舟山新城行政中心支行,,浙江省舟山市定海区临城街道海天大道681号（行政中心5号楼）,316021,2005/8/19,2019/12/26
9627,浙江,衢州,654247,U,B0011S333080002,招商银行股份有限公司衢州衢化社区支行,招商银行衢州衢化社区支行,浙江省衢州市柯城区衢化街道学院路417号,324000,2015/12/31,2019/12/26
1921,浙江,台州,654405,U,B0156S333100007,绍兴银行股份有限公司台州椒江洪家社区支行,绍兴银行台州椒江洪家社区支行,台州市椒江区洪家街道鸿州大道182号、184号、186号,318000,2019/12/20,2019/12/25
1922,浙江,台州,654406,U,B0015S333100004,上海浦东发展银行股份有限公司台州椒江支行,上海浦东发展银行台州椒江支行,浙江省台州市椒江区工人东路293号,318000,2008/6/20,2019/12/25
2934,浙江,嘉兴,651233,U,S0046S333040008,浙江秀洲德商村镇银行股份有限公司栖真支行,,浙江省嘉兴市秀洲区油车港镇栖霞路177弄11号,314019,2019/12/24,2019/12/25
5520,浙江,浙江,655000,U,B0016S233010009,恒丰银行股份有限公司杭州钱塘新区小微企业专营支行,恒丰银行杭州钱塘新区小微企业专营支行,浙江省杭州市萧山区义蓬街道义府大街533-543（全单号）1-3层,311225,2014/12/31,2019/12/25
8799,浙江,绍兴,653216,U,S0048S333060004,浙江柯桥联合村镇银行股份有限公司安昌支行,柯桥联合村镇银行安昌支行,浙江省绍兴市柯桥区安康华府6幢102-104室,,2019/12/23,2019/12/25
2932,浙江,嘉兴,651231,U,B0154S333040062,嘉兴银行股份有限公司平湖虎啸社区支行,嘉兴银行平湖虎啸社区支行,浙江省平湖市独山港镇虎啸北路218号、220号、222号,,2019/12/20,2019/12/24
2933,浙江,嘉兴,651232,U,B0003S333040026,中国银行股份有限公司嘉善晋阳支行,中国银行嘉善晋阳支行,浙江省嘉善县罗星街道晋阳东路388号,,2010/4/26,2019/12/24
7084,浙江,温州,521180,U,B0018S333030098,中国邮政储蓄银行股份有限公司龙港市支行,中国邮政储蓄银行龙港市支行,浙江省龙港市龙港大道与西三街路口广电大厦一层,325800,2010/9/15,2019/12/24
1919,浙江,台州,654403,U,S0016S333100008,浙江临海湖商村镇银行股份有限公司双港支行,临海湖商村镇银行双港支行,浙江省临海市白水洋镇中和路111号,317000,2019/12/19,2019/12/20
1920,浙江,台州,654404,U,B0152S333100004,宁波银行股份有限公司台州玉环小微企业专营支行,宁波银行台州玉环小微企业专营支行,浙江省玉环市玉城街道广陵南路296号、298号,,2019/12/20,2019/12/20
2930,浙江,嘉兴,651229,U,B0002S333040043,中国农业银行股份有限公司平湖人民支行,,浙江省平湖市当湖街道人民西路214-220号,314200,2007/3/23,2019/12/20
2931,浙江,嘉兴,651230,U,B0154S333040061,嘉兴银行股份有限公司海盐望海社区支行,嘉兴银行海盐望海社区支行,浙江省嘉兴市海盐县望海街道凤凰路286号7幢101室,314000,2019/12/20,2019/12/20
5519,浙江,浙江,654998,U,Z0024H233010001,杭银理财有限责任公司,杭银理财,浙江省杭州市下城区庆春路38号金龙财富中心6层,310003,2019/12/20,2019/12/20
7083,浙江,温州,521179,U,B0003S333030047,中国银行股份有限公司温州信河支行,中国银行温州信河支行,浙江省温州市鹿城区信河街1号（华侨饭店附属楼一楼）,325000,2009/11/30,2019/12/20
9146,浙江,舟山,651479,U,B1426U333090027,浙江舟山定海海洋农村商业银行股份有限公司临城支行长峙分理处,,浙江省舟山市定海区临城街道长峙桃源路75、77号,316022,2012/12/12,2019/12/20
9622,浙江,衢州,654241,U,B1586S333080003,浙江龙游农村商业银行股份有限公司小南海绿色专营支行,,浙江省龙游县小南海镇茶圩里村大众路32号,324404,2004/10/14,2019/12/20
9623,浙江,衢州,654242,U,B1586U333080008,浙江龙游农村商业银行股份有限公司小南海绿色专营支行团石分理处,,浙江省龙游县小南海镇团石村汪西路125号,324404,2011/10/13,2019/12/20
9624,浙江,衢州,654243,U,B1586U333080009,浙江龙游农村商业银行股份有限公司小南海绿色专营支行箬塘分理处,,浙江省龙游县小南海镇箬塘村箬塘二路4-2号,324404,2011/10/13,2019/12/20
9625,浙江,衢州,654244,U,B1733S333080008,浙江常山农村商业银行股份有限公司青石绿色专营支行,,浙江省衢州市常山县青石镇柚乡路4-5号,324200,2000/11/19,2019/12/20
9626,浙江,衢州,654245,U,B1733U333080015,浙江常山农村商业银行股份有限公司青石绿色专营支行阁底分理处,,浙江省衢州市常山县青石镇阁底村阁底477号,324200,2001/11/19,2019/12/20
10875,浙江,金华,652266,U,B0882U333070013,浙江武义农村商业银行股份有限公司柳城支行大溪口分理处,,武义县大溪口乡溪口村新兴街20号,321203,2016/3/15,2019/12/20
620,浙江,丽水,654034,U,B0015L333110001,上海浦东发展银行股份有限公司丽水分行,上海浦东发展银行丽水分行,浙江省丽水市人民街529号财富国际大厦1－2层,323000,2008/12/19,2019/12/19
1917,浙江,台州,654401,U,B0001S333100066,中国工商银行股份有限公司温岭牧屿支行,,浙江省台州温岭市泽国镇牧横路85号,317523,2013/10/29,2019/12/19
1918,浙江,台州,654402,U,B0001S333100063,中国工商银行股份有限公司温岭东桥支行,中国工商银行温岭东桥支行,浙江省台州温岭市大溪镇东岸村东桥5号,317500,2013/2/6,2019/12/19
5502,浙江,浙江,654981,U,B0567S233010012,浙江萧山农村商业银行股份有限公司衙前支行,,浙江省杭州市萧山区衙前镇衙前路352号,311200,2004/9/21,2019/12/19
5503,浙江,浙江,654982,U,B0567S233010016,浙江萧山农村商业银行股份有限公司红山支行,,浙江省杭州市萧山区萧清大道,311234,2004/9/21,2019/12/19
5504,浙江,浙江,654983,U,B0567S233010018,浙江萧山农村商业银行股份有限公司坎山支行,,浙江省杭州市萧山区瓜沥镇荣新路398号,311243,2004/9/21,2019/12/19
5505,浙江,浙江,654984,U,B0567U233010041,浙江萧山农村商业银行股份有限公司新湾支行盛凌路分理处,,浙江省杭州市萧山区新湾街道盛凌路82号,311200,2007/7/13,2019/12/19
5506,浙江,浙江,654985,U,B0567U233010096,浙江萧山农村商业银行股份有限公司新湾支行前进分理处,,浙江省杭州市萧山区前进街道前新福苑,311200,2013/10/14,2019/12/19
5507,浙江,浙江,654986,U,B0567U233010099,浙江萧山农村商业银行股份有限公司城厢支行湘湖分理处,,浙江省杭州市萧山区城厢街道萧西路823号-829号,311200,2004/9/21,2019/12/19
5508,浙江,浙江,654987,U,B0567U233010100,浙江萧山农村商业银行股份有限公司城厢支行西河路分理处,,浙江省杭州市萧山区城厢街道西河路228号-234号,311200,2004/9/21,2019/12/19
5509,浙江,浙江,654988,U,B0879U233010024,浙江桐庐农村商业银行股份有限公司桐君支行信城分理处,,浙江省杭州市桐庐县桐君街道康乐路118号,311500,1993/8/26,2019/12/19
5510,浙江,浙江,654989,U,B0879U233010025,浙江桐庐农村商业银行股份有限公司瑶琳支行浦头分理处,,浙江省杭州市桐庐县瑶琳镇毕浦村,311515,2006/12/30,2019/12/19
5511,浙江,浙江,654990,U,B0879U233010026,浙江桐庐农村商业银行股份有限公司城南支行金龙分理处,,浙江省杭州市桐庐县城南街道瑶琳路799号,311500,1979/4/1,2019/12/19
5512,浙江,浙江,654991,U,B0879U233010027,浙江桐庐农村商业银行股份有限公司横村支行胜峰分理处,,浙江省杭州市桐庐县横村镇胜峰村,311512,2006/12/30,2019/12/19
5513,浙江,浙江,654992,U,B0879U233010033,浙江桐庐农村商业银行股份有限公司分水支行中心分理处,,浙江省杭州市桐庐县分水镇广电路311号,311519,1982/9/11,2019/12/19
5514,浙江,浙江,654993,U,B0879U233010032,浙江桐庐农村商业银行股份有限公司分水支行西关分理处,,浙江省杭州市桐庐县分水镇新淳路725号,311519,2006/12/30,2019/12/19
5515,浙江,浙江,654994,U,B0879U233010031,浙江桐庐农村商业银行股份有限公司分水支行武盛分理处,,浙江省杭州市桐庐县分水镇市达路219号,311519,1989/9/12,2019/12/19
5516,浙江,浙江,654995,U,B0879U233010030,浙江桐庐农村商业银行股份有限公司分水支行玉华分理处,,浙江省杭州市桐庐县分水镇玉华路249号,311519,2009/8/24,2019/12/19
5517,浙江,浙江,654996,U,B0879U233010029,浙江桐庐农村商业银行股份有限公司钟山支行和村分理处,,浙江省杭州市桐庐县钟山乡子胥村,311501,2007/9/14,2019/12/19
5518,浙江,浙江,654997,U,B0879U233010028,浙江桐庐农村商业银行股份有限公司横村支行凤联分理处,,浙江省桐庐县横村镇元村村里元自然村,311501,2007/9/14,2019/12/19
7081,浙江,温州,521177,U,B0450S333030024,浙江温州瓯海农村商业银行股份有限公司茶堂支行,瓯海农商银行茶堂支行,浙江省温州市瓯海区丽岙街道茶堂花苑A幢136号-138号,325000,2005/6/15,2019/12/19
7082,浙江,温州,521178,U,B0450U333030009,浙江温州瓯海农村商业银行股份有限公司生态园支行,瓯海农商银行生态园支行,浙江省温州市瓯海区三垟街道南仙家园19幢101-105室,325000,2005/6/15,2019/12/19
8797,浙江,绍兴,653214,U,B1447S333060024,浙江诸暨农村商业银行股份有限公司暨阳科技支行,诸暨农商银行暨阳科技支行,浙江省诸暨市暨阳街道浣浦路17-24、25、26号及艮塔东路415、417、419、421、423、425号,311800,2012/12/27,2019/12/19
8798,浙江,绍兴,653215,U,B0001S333060013,中国工商银行股份有限公司嵊州开发区支行,中国工商银行嵊州开发区支行,浙江省嵊州市一景路511-11号、511-12号、511-15号,,2003/7/30,2019/12/19
9145,浙江,舟山,651478,U,B0710S333090002,浙江岱山农村商业银行股份有限公司融达支行,岱山农商银行融达支行,浙江省舟山市岱山县高亭镇人民路348、350、352、354、356、358号,316200,2005/7/14,2019/12/19
7079,浙江,温州,521175,U,B0726U333030029,浙江平阳农村商业银行股份有限公司山门支行晓坑分理处,平阳农商银行山门支行晓坑分理处,浙江省温州市平阳县怀溪镇平文西路2-6号,325401,2005/7/7,2019/12/18
7080,浙江,温州,521176,U,B0001S333030099,中国工商银行股份有限公司苍南玉苍路支行,中国工商银行苍南玉苍路支行,浙江省温州市苍南县灵溪镇玉苍路127-151号一层西侧,325800,2019/12/17,2019/12/18
7722,浙江,湖州,653822,U,B1149S333050001,杭州联合农村商业银行股份有限公司安吉绿色支行,,浙江省安吉县灵峰街道浮玉南路61号（金融大厦）1幢2号,313300,2010/12/8,2019/12/18
7723,浙江,湖州,653823,U,B1149U333050001,杭州联合农村商业银行股份有限公司安吉绿色支行天子湖分理处,,浙江省湖州市安天子湖镇上马山中路48-52号,313300,2013/3/22,2019/12/18
10873,浙江,金华,652264,U,B0003S333070068,中国银行股份有限公司义乌苏溪支行,中国银行义乌苏溪支行,浙江省义乌市苏溪镇人民路66-68号,322000,2019/12/17,2019/12/18
10874,浙江,金华,652265,U,B1680U333070006,浙江兰溪农村商业银行股份有限公司云山支行百子分理处,,浙江省兰溪市莲花路86号,321100,2009/6/22,2019/12/18
1916,浙江,台州,652900,U,B1715U333100015,浙江仙居农村商业银行股份有限公司下各支行大战分理处,仙居农商银行下各支行大战分理处,浙江省仙居县大战乡大战村中心街10号,317322,2008/6/25,2019/12/17
2928,浙江,嘉兴,651227,U,B0155S333040006,湖州银行股份有限公司嘉兴海宁许村小微企业专营支行,湖州银行嘉兴海宁许村小微企业专营支行,浙江省海宁市许村镇市场路267号,314000,2019/12/16,2019/12/17
2929,浙江,嘉兴,651228,U,B0003S333040043,中国银行股份有限公司海盐滨海新城支行,中国银行海盐滨海新城支行,浙江省嘉兴市海盐智能制造创新中心一期项目4号楼底层,314300,2011/11/4,2019/12/17
7078,浙江,温州,521174,U,B0008S333030011,华夏银行股份有限公司温州龙港支行,华夏银行温州龙港支行,浙江省苍南县龙港镇龙港大道华府公寓1-2楼,325802,2011/1/19,2019/12/17
10870,浙江,金华,652261,U,B0018S333070026,中国邮政储蓄银行股份有限公司金华市婺城区支行,中国邮政储蓄银行金华市婺城区支行,浙江省金华市婺城区白龙桥镇金龙路885号,321025,2008/6/16,2019/12/17
10871,浙江,金华,652262,U,B0002S333070008,中国农业银行股份有限公司金华江滨支行,中国农业银行金华江滨支行,浙江省金华市和悦路609、611号,321017,2006/7/10,2019/12/17
10872,浙江,金华,652263,U,B0002S333070095,中国农业银行股份有限公司金华多湖支行,中国农业银行金华多湖支行,浙江省金华市金东区多湖街道栖凤街993、995、997、999号,321000,2013/4/1,2019/12/17
7720,浙江,湖州,653820,U,B0155S333050065,湖州银行股份有限公司八里店镇永福社区支行,湖州银行八里店镇永福社区支行,湖州市八里店镇永福社区S6幢10号,313000,2019/12/13,2019/12/16
7721,浙江,湖州,653821,U,B0155S333050066,湖州银行股份有限公司龙溪街道罗师庄社区支行,湖州银行龙溪街道罗师庄社区支行,浙江省湖州市师庄路小区123号,313000,2019/12/13,2019/12/16
1915,浙江,台州,652899,U,B0724S333100027,浙江台州黄岩农村商业银行股份有限公司科技支行,黄岩农商银行科技支行,浙江省台州市黄岩区新前街道模具小镇爱宾路156号,318020,2019/12/12,2019/12/13
2925,浙江,嘉兴,651224,U,B0002S333040031,中国农业银行股份有限公司桐乡崇福支行,,浙江省桐乡市崇福镇语溪大道528号嘉凯城崇福城市客厅休闲广场1幢,314511,2003/7/4,2019/12/13
2926,浙江,嘉兴,651225,U,B0001S333040025,中国工商银行股份有限公司海盐城北支行,,浙江省嘉兴市海盐县武原街道海兴东路44号,314300,2007/4/12,2019/12/13
2927,浙江,嘉兴,651226,U,B0228U333040001,上海农村商业银行股份有限公司嘉善支行姚庄分理处,,浙江省嘉善县姚庄镇兴学路303、305号,3141177,2013/10/17,2019/12/13
7719,浙江,湖州,653819,U,B0155S333050064,湖州银行股份有限公司梅溪小微企业专营支行,湖州银行梅溪小微企业专营支行,安吉县梅溪镇泗洲山南路136、138、140、142、144号,313000,2019/12/13,2019/12/13
8795,浙江,绍兴,653212,U,B0001S333060086,中国工商银行股份有限公司诸暨东旺支行,中国工商银行诸暨东旺支行,浙江省诸暨市浣东街道东旺路138-8号、138-9号,,2019/12/12,2019/12/13
8796,浙江,绍兴,653213,U,S0047S333060004,浙江诸暨联合村镇银行股份有限公司牌头支行,诸暨联合村镇银行牌头支行,浙江省诸暨市牌头镇同文路59号,311800,2019/12/11,2019/12/13
9144,浙江,舟山,651477,U,B1426S333090005,浙江舟山定海海洋农村商业银行股份有限公司马岙支行,,浙江省舟山市定海区马岙街道白马街208号,316015,2012/12/12,2019/12/13
1914,浙江,台州,652898,U,B1658S333100009,浙江台州路桥农村商业银行股份有限公司路南支行,路桥农商银行路南支行,浙江省台州市路桥区路南街道吉利大道237-243号,318050,2005/5/19,2019/12/12
8791,浙江,绍兴,653208,U,B0579U333060070,浙江上虞农村商业银行股份有限公司道墟支行兴业分理处,上虞农商银行道墟支行兴业分理处,浙江省绍兴市上虞区道墟街道镇中路,312368,2005/3/31,2019/12/12
